cpue,catch,duration,vessel,year,week,latitude,longitude,area
2.692212461510596,29.72741,11.042,2,2013,39,57.75,-163.5,635730
4.878896028489588,63.0207,12.917,2,2013,39,57.75,-166.5,665730
6.04608966503268,59.20331,9.792,2,2013,39,57.75,-167.5,675730
2.5834676682263074,426.81211,165.209,2,2013,40,57.75,-166.5,665730
1.7770371929824562,63.30695,35.625,2,2013,41,57.75,-166.5,665730
3.427814274509804,109.26158,31.875,2,2013,41,57.75,-167.5,675730
0.6744176196526895,4.7769,7.083,2,2013,41,58.25,-167.5,675800
1.5663041689522765,11.42149,7.292,2,2013,42,57.25,-165.5,655700
1.7615555705786914,26.05693,14.792,2,2013,42,57.75,-165.5,655730
1.5132,24.5895,16.25,2,2013,42,57.25,-166.5,665700
4.712983883942937,351.51319,74.584,2,2013,42,57.75,-166.5,665730
2.11186074055604,33.87847,16.042,2,2013,43,57.75,-166.5,665730
2.0556722727272727,45.22479,22,2,2013,43,57.75,-167.5,675730
3.2999635294117646,84.14907,25.5,2,2013,43,58.25,-167.5,675800
0.719477964219128,18.13732,25.209,2,2013,44,57.25,-165.5,655700
2.164953903270654,278.73998,128.751,2,2013,44,57.75,-167.5,675730
1.7448255677827207,14.9043,8.542,2,2013,44,58.25,-167.5,675800
1.493324820883876,63.1542,42.291,2,2013,45,56.75,-164.5,645630
1.6943487823281054,211.08536,124.582,2,2013,45,56.75,-165.5,655630
1.0506583465642654,28.45498,27.083,2,2013,45,57.75,-167.5,675730
0.9203815257731959,55.79813,60.625,2,2013,46,56.75,-164.5,645630
0.9060585,18.12117,20,2,2013,46,57.25,-164.5,645700
1.0289106004832407,63.44983,61.667,2,2013,46,56.75,-165.5,655630
0.6503059999999999,6.50306,10,2,2013,46,57.25,-165.5,655700
0.9389766530988403,48.90566,52.084,2,2013,46,56.75,-166.5,665630
1.2648555294117647,13.43909,10.625,2,2013,47,56.75,-166.5,665630
4.487649185185185,75.72908,16.875,2,2014,3,57.75,-171.5,715730
10.559520540299173,189.18437,17.916,2,2014,4,56.75,-166.5,665630
0.8997432474651367,31.67906,35.209,2,2014,4,57.75,-171.5,715730
4.499946302467324,260.62339,57.917,2,2014,5,56.75,-166.5,665630
0.2346496322106078,0.6061,2.583,2,2014,8,56.25,-164.5,645600
7.814436269357437,223.03964,28.542,2,2014,9,57.25,-171.5,715700
3.846634737915215,181.11495,47.084,2,2014,9,57.75,-171.5,715730
3.027464743169399,346.26628,114.375,2,2014,10,57.25,-171.5,715700
0.4906087824351297,10.32339,21.042,2,2014,10,57.75,-171.5,715730
3.841251299218444,284.57142,74.083,2,2014,11,56.75,-165.5,655630
4.08271484524998,106.32206,26.042,2,2014,11,56.75,-166.5,665630
2.734299707317073,140.13286,51.25,2,2014,12,56.75,-165.5,655630
10.437100614439323,54.35642,5.208,2,2014,12,56.75,-166.5,665630
0.7378983616821454,7.07128,9.583,2,2014,12,57.25,-166.5,665700
4.269873777777778,96.07216,22.5,2,2014,13,56.75,-165.5,655630
1.5866456487162008,55.86262,35.208,2,2014,13,57.75,-171.5,715730
